Основаня целевая функция;Вспомогательные функции;;;Результаты расчетов (тоже вспомогательные целевые функции);;;;;;Категорияальные переменные;;Переменные (прочерк значит, что переменные не участвуют при данном типе заканчивания или сетки);;;;;;;;;;;;;;;;;;;;;;;;
Дисконтированная прибыль;;;;Накпленная добыча жидкости;Накпленная добыча нефти;Накпленная добыча газа;Накпленная закачка воды;Обводненность на посл. Мес. Расчета;Пластовое давление на последний месяц расчета;Тип скважины (1 - ННС, 2 - ННС с ГРП, 3 - ГС, 4 - ГС с ГРП);Тип системы разработки/сетка (1 - 5-точка, 2 - 9-точка, 3 - 7-точка);Площадь на скважину;Забойное давление добывающих скв.;Забойное давление нагн. Скв.;Проницаемость;Эф. Толщина пласта;соотношение расстояний м-у скв. И рядами;Пористость;Начальная водонасыщенность;Коэф. Дейекстра (для ОФП);Давление начала выделения газа;Вязкость нефти;Объемный коэф.нефти;Плотность нефти;Вязкость воды;Объемный коэф. воды;Начальное пластовое давление;Полудлина ГРП доб.скв.;Полудлина ГРП нагн.скв.;Проницаемость ГРП;Ширина ГРП доб.скв.;Ширина ГРП нагн.скв.;Длина ГС доб;Длина ГС нагн;Кол-во ГРП на доб.скв.;Кол-во ГРП на нагн скв.
619.346;0.198;2.014;0.582;882.779;882.095;88.21;849.5;0.032;254.015;2;1;84;221;369;23.52;10;3.7;0.15;0.04;0.09;267;0.8;1.05;0.9;1;0.99;345;235;428;59178;0.002;0.01;-;-;-;-
10018.51;0.7;17.572;1;11174.45;8189.8;818.98;11578.1;0.672;155.874;2;1;76;77;428;38.68;27;2.5;0.17;0.06;0.49;172;0.2;1.12;0.7;0.5;1.05;244;390;393;269791;0.005;0.01;-;-;-;-
3310.585;0.194;6.321;1;3878.46;3878.46;387.846;3903.24;0;261.485;2;1;98;219;493;9.15;31;2.9;0.18;0.01;0.1;55;0.4;1.04;0.7;0.8;0.99;304;401;126;84040;0.001;0.01;-;-;-;-
5707.733;0.428;10.367;1;6538.53;4271.61;427.161;6623.49;0.648;246.922;2;1;82;163;425;36.16;20;2.8;0.17;0;0.06;280;0.9;1.08;0.8;0.4;1.02;329;470;141;194773;0.003;0.01;-;-;-;-
3815.629;0.492;7.528;1;5316.05;2597.29;259.729;5431.82;0.777;241.215;2;1;51;170;464;34.94;23;3.9;0.15;0.14;0.04;82;1.3;1.11;0.8;0.9;1.02;337;435;226;257248;0.004;0.01;-;-;-;-
-77.541;0.126;0.868;0.148;478.83;476.832;47.683;560.178;0.004;189.092;2;1;57;154;316;2.2;28;0.5;0.08;0.11;0.18;108;0.5;1.19;0.8;1;1.03;188;478;252;180165;0.005;0.01;-;-;-;-
6944.134;0.469;12.863;1;8820.3;5947.9;594.79;10571.3;0.693;243.083;2;1;52;128;437;19.98;48;1.2;0.19;0.17;0.42;252;0.6;1.22;0.8;0.5;0.98;167;118;213;282321;0.001;0.01;-;-;-;-
12759.989;0.56;22.39;1;10369.83;7377.29;737.729;11647;0.856;253.444;2;1;66;140;459;39.22;30;0.5;0.19;0.01;0.45;80;0.2;1.11;0.9;0.4;0.98;158;192;80;262219;0.001;0.01;-;-;-;-
14975.292;0.635;26.725;1;30315.32;7571.72;757.172;31034.6;0.926;206.427;2;1;48;53;487;30.42;48;1.8;0.17;0.17;0.21;72;1;1.07;0.9;0.3;1;157;498;188;292645;0.001;0.01;-;-;-;-
2516.055;0.566;5.444;1;3578.91;1697.79;169.779;3927.09;0.792;182.114;2;1;28;117;363;24.64;23;3.5;0.18;0.17;0.47;79;0.7;1.2;0.9;1;1.01;165;259;396;193004;0.004;0.01;-;-;-;-
-73.153;0.421;0.873;0.154;598.702;593.715;59.372;751.733;0.201;364.589;2;1;39;198;480;35.34;6;0.6;0.19;0.08;0.31;261;0.8;1.15;0.7;0.9;0.98;205;334;338;21254;0.002;0.01;-;-;-;-
1362.203;0.496;3.353;1;2427.68;1559.76;155.976;2707.44;0.669;150.447;2;1;44;50;402;32.47;11;2.4;0.2;0.05;0.07;83;1.5;1.15;0.7;0.9;0.98;165;250;380;225794;0.002;0.01;-;-;-;-
-75.97;0.038;0.875;0.157;623.338;623.338;62.334;777.916;0;271.989;2;1;78;247;362;10.26;40;0.2;0.17;0.04;0.3;185;0.6;1.18;0.8;1;1.05;252;319;464;14791;0.004;0.01;-;-;-;-
3515.898;0.672;7.272;1;5467.88;2388.58;238.858;5435.81;0.848;219.95;2;1;21;141;354;44.73;26;2.2;0.17;0.01;0.3;285;1.4;1.02;0.8;0.7;1.05;180;493;254;286851;0.004;0.01;-;-;-;-
3810.358;0.329;7.125;1;3860.332;3040.71;304.071;3774.46;0.504;243.827;2;1;98;218;369;30.53;19;4.1;0.16;0.16;0.16;138;0.4;1.05;0.8;0.5;1.01;344;272;491;288823;0.004;0.01;-;-;-;-
6794.183;0.552;12.719;1;14469.83;3497.93;349.793;14710.9;0.916;223.289;2;1;45;137;396;36.26;24;4.6;0.19;0.14;0.26;151;0.6;1.05;0.9;0.3;0.99;211;185;83;222002;0.002;0.01;-;-;-;-
1140.307;0.278;2.854;0.784;2082.54;1524.7;152.47;2016.67;0.544;226.419;2;1;89;167;356;35.01;12;3.5;0.16;0.15;0.04;71;1.2;1.01;0.7;0.6;1.04;249;280;65;276445;0.001;0.01;-;-;-;-
174.921;0.488;1.303;0.273;862.1;614.128;61.413;957.95;0.596;270.144;2;1;43;199;406;46.93;5;3;0.2;0.08;0.45;150;0.7;1.21;0.7;0.8;1.03;305;224;137;137399;0.001;0.01;-;-;-;-
1113.979;0.12;2.903;1;1119.351;1109.65;110.965;1160.42;0.009;202.165;2;1;52;170;301;3.95;44;0.2;0.15;0.14;0.12;158;0.2;1.24;0.8;0.7;1.01;293;74;278;127687;0.005;0.01;-;-;-;-
3413.32;0.554;6.978;1;5455.28;2059.6;205.96;5351.71;0.856;190.27;2;1;34;11;342;17.57;18;2.3;0.16;0.04;0.5;271;1;1.01;0.9;0.3;1.05;243;457;393;205525;0.005;0.01;-;-;-;-
1442.52;0.184;3.415;0.802;2238.598;2045.15;204.515;2574.91;0.351;200.739;2;1;67;136;304;1.97;44;4.6;0.12;0.02;0.46;203;0.4;1.17;0.7;0.3;1.04;175;147;491;47739;0.003;0.01;-;-;-;-
3797.11;0.286;7.111;1;3392.735;3073.76;307.376;3537.02;0.166;167.629;2;1;97;36;399;34.5;24;1.1;0.16;0.14;0.39;232;1.1;1.21;0.9;0.7;1.03;324;135;106;173776;0.002;0.01;-;-;-;-
1133.777;0.296;2.991;1;960.291;960.291;96.029;1067.45;0;185.548;2;1;32;26;477;2.29;45;0.2;0.07;0;0.13;100;0.2;1.21;0.8;1;1.03;292;483;96;123638;0.003;0.01;-;-;-;-
7724.804;0.459;14.215;1;9326.52;6261.28;626.128;9747.4;0.637;199.519;2;1;51;57;453;26.64;45;2.5;0.19;0.13;0.17;207;1.4;1.13;0.7;0.9;1;333;331;67;240121;0.002;0.01;-;-;-;-
3350.357;0.361;6.42;1;3478.143;3012.27;301.227;3664.87;0.484;268.901;2;1;93;178;498;10.41;14;1.5;0.19;0.1;0.12;266;0.7;1.07;0.9;0.3;1.01;268;168;300;299440;0.005;0.01;-;-;-;-
3171.908;0.397;6.185;1;3692.488;2997.67;299.767;3903.01;0.513;237.611;2;1;85;100;486;39.5;19;0.6;0.16;0.2;0.35;271;1;1.09;0.9;0.7;1.03;225;66;282;122532;0.004;0.01;-;-;-;-
5066.173;0.42;9.667;1;3857.23;3857.23;385.723;4216.33;0;200.412;2;1;51;126;411;23.77;36;0.5;0.15;0.01;0.16;127;0.8;1.21;0.9;1;1.04;346;242;230;138444;0.001;0.01;-;-;-;-
6393.258;0.712;12.422;1;18965.36;2816.46;281.646;19129.9;0.978;243.431;2;1;20;96;449;49.93;42;3.2;0.16;0.15;0.46;272;1.3;1.12;0.9;0.6;1.03;334;402;187;215683;0.003;0.01;-;-;-;-
2418.285;0.349;5.272;1;2568.234;2563.26;256.326;2768.54;0.032;326.912;2;1;28;247;485;24.03;39;0.2;0.2;0.1;0.16;91;1.3;1.04;0.9;0.6;0.99;280;80;326;134423;0.001;0.01;-;-;-;-
4864.415;0.451;9.568;1;3632.249;3003.53;300.353;4197.79;0.466;252.377;2;1;30;140;333;10.86;41;3.7;0.19;0.11;0.32;74;0.2;1.21;0.9;0.6;0.98;334;466;93;10096;0.001;0.01;-;-;-;-
-129.334;0.151;0.791;0.141;692.332;692.332;69.233;916.549;0;284.685;2;1;95;171;428;7.53;8;1.1;0.19;0.04;0.3;185;1.2;1.2;0.7;0.3;1;210;461;331;111090;0.002;0.01;-;-;-;-
3481.934;0.414;7.039;1;4848.79;3648.6;364.86;5873.65;0.591;208.058;2;1;41;140;340;26.66;40;2;0.18;0.06;0.16;251;1.3;1.25;0.7;0.7;0.98;210;286;116;299150;0.002;0.01;-;-;-;-
700.848;0.056;2.152;1;337.467;336.205;33.62;0;0.005;51.894;2;1;81;43;310;20.34;12;0.3;0.19;0.1;0.33;84;1.1;1.08;0.9;0.7;1.05;323;86;110;131216;0.005;0.01;-;-;-;-
3716.712;0.383;7.438;1;6462.12;3056.13;305.613;6675.25;0.77;221.771;2;1;42;142;339;48.92;45;4.6;0.15;0.2;0.01;253;1.5;1.08;0.7;1;1;243;222;298;277262;0.001;0.01;-;-;-;-
172.498;0.503;1.297;0.319;1206.76;486.331;48.633;1189.28;0.837;192.926;2;1;46;73;451;28.03;3;4.7;0.19;0.03;0.34;184;1;1.01;0.7;0.6;1.01;298;420;172;245171;0.005;0.01;-;-;-;-
14387.997;0.596;25.119;1;21061.58;9976.98;997.698;21179.2;0.849;195.571;2;1;66;47;483;46.38;39;1.3;0.19;0.12;0.41;213;0.7;1.02;0.7;0.4;1.01;209;199;54;169519;0.005;0.01;-;-;-;-
11072.064;0.375;19.076;1;8343.862;7597.06;759.706;9658.89;0.369;121.317;2;1;86;51;374;45.42;41;2.6;0.19;0.02;0.23;113;0.9;1.24;0.9;0.9;0.98;281;415;421;209114;0.002;0.01;-;-;-;-
8350.228;0.403;14.758;1;8415.84;6319.3;631.93;8787.53;0.566;182.513;2;1;79;102;426;31.05;35;1;0.19;0.18;0.37;138;1;1.1;0.9;0.6;1.01;249;209;487;206884;0.005;0.01;-;-;-;-
2057.04;0.706;4.628;1;3219.02;1435.59;143.559;3349.09;0.861;289.444;2;1;29;135;486;30.21;14;3.7;0.16;0.07;0.1;102;0.6;1.12;0.8;0.9;1.05;204;440;86;115840;0.001;0.01;-;-;-;-
9653.516;0.318;16.78;1;10760.43;7636.74;763.674;11892.3;0.568;207.365;2;1;85;141;339;41.06;50;1.2;0.2;0.17;0.19;165;1;1.18;0.9;0.3;0.99;267;130;438;277923;0.001;0.01;-;-;-;-
1293.679;0.334;3.12;0.813;1628.94;1443.77;144.377;1858.25;0.401;232.106;2;1;83;140;475;26.25;9;2.4;0.17;0.02;0.06;242;1.2;1.15;0.9;0.8;0.99;242;385;416;157769;0.003;0.01;-;-;-;-
4166.192;0.178;7.74;1;4549.733;4324.09;432.409;4737.86;0.05;189.549;2;1;93;86;474;7.88;49;0.7;0.19;0.19;0.06;202;0.8;1.16;0.7;0.9;1.01;273;255;406;168994;0.004;0.01;-;-;-;-
3600.333;0.316;7.151;1;4443.672;3539.16;353.916;4864.41;0.49;267.207;2;1;52;158;476;5.16;41;4.7;0.16;0.03;0.31;256;0.4;1.11;0.7;0.6;1.04;195;321;249;129393;0.001;0.01;-;-;-;-
90.521;0.132;1.152;0.228;501.293;483.122;48.312;543.46;0.036;278.254;2;1;67;204;422;11.85;10;0.2;0.2;0.15;0.06;96;0.8;1.22;0.9;0.7;1;348;357;74;289069;0.002;0.01;-;-;-;-
-116.866;0.504;0.793;0.113;446.21;252.541;25.254;491.678;0.888;229.566;2;1;27;12;465;17.39;4;0.5;0.16;0.15;0.13;190;1.5;1.16;0.9;0.9;1;201;258;60;211829;0.005;0.01;-;-;-;-
10658.337;0.314;18.423;1;13903.48;6288.79;628.879;13770.1;0.765;253.653;2;1;85;133;430;29.02;49;4.5;0.16;0.19;0.44;257;0.9;1.04;0.9;0.5;1.01;324;117;128;89584;0.003;0.01;-;-;-;-
3271.975;0.19;6.342;1;4548.786;4532.33;453.233;5286.32;0.051;240.76;2;1;86;187;395;13.64;45;1.9;0.19;0.06;0.42;224;1;1.15;0.7;0.6;1.02;215;269;339;178436;0.002;0.01;-;-;-;-
3732.575;0.357;7.483;1;3926.986;3827.63;382.763;4327.56;0.025;230.861;2;1;40;202;429;13.26;46;0.5;0.2;0.17;0.3;75;0.2;1.16;0.7;0.6;0.99;334;417;478;38742;0.001;0.01;-;-;-;-
2945.247;0.23;5.853;1;3370.306;3205.45;320.545;3580.32;0.144;187.92;2;1;79;144;338;22.48;30;2.5;0.2;0.17;0.03;119;0.9;1.12;0.8;0.8;1.03;216;95;125;56957;0.004;0.01;-;-;-;-
4011.454;0.255;7.68;1;5169.823;4534.29;453.429;5779.24;0.392;297.9;2;1;71;199;448;10.25;43;1.6;0.16;0.01;0.39;77;1.3;1.08;0.8;0.4;1.01;219;202;172;118035;0.002;0.01;-;-;-;-
-374.565;0.119;0.361;0.007;245.542;220.561;22.056;243.524;0.102;201.35;2;1;53;133;303;3.02;7;2.2;0.18;0.2;0.14;262;0.9;1.16;0.8;0.6;1.02;273;260;372;88049;0.004;0.01;-;-;-;-
154.185;0.348;1.263;0.232;929.13;865.327;86.533;1076.59;0.329;305.133;2;1;54;209;446;41.45;8;1.6;0.17;0.07;0.22;165;1.4;1.09;0.7;0.9;0.98;212;361;53;22250;0.004;0.01;-;-;-;-
4296.17;0.451;8.525;1;4421.02;3262.28;326.228;4301.18;0.56;280.66;2;1;34;196;436;15.87;31;3.3;0.2;0.1;0.19;120;0.8;1.01;0.8;0.8;1.03;316;421;491;146309;0.001;0.01;-;-;-;-
214.904;0.085;1.369;0.27;1132.448;882.306;88.231;1184.76;0.221;281.845;2;1;48;226;353;4.61;36;0.4;0.2;0.2;0.38;197;0.7;1.07;0.7;0.3;1.01;283;326;94;76027;0.002;0.01;-;-;-;-
8142.991;0.39;14.523;1;9227.44;5883.27;588.327;8981.85;0.669;200.234;2;1;73;102;463;33.77;36;5;0.19;0.18;0.17;173;0.7;1.05;0.7;1;1.02;332;373;105;178164;0.003;0.01;-;-;-;-
1369.552;0.119;3.308;0.85;1761.193;1633.53;163.353;2019.91;0.073;216.723;2;1;62;161;314;8.29;43;2.9;0.2;0.17;0.45;219;0.6;1.22;0.9;0.9;1.03;231;347;375;28488;0.001;0.01;-;-;-;-
-170.269;0.14;0.709;0.111;366.391;366.391;36.639;426.051;0;187.669;2;1;52;126;300;0.94;33;3.6;0.05;0.07;0.03;179;1.5;1.15;0.9;0.9;0.98;200;97;176;99199;0.005;0.01;-;-;-;-
1957.725;0.3;4.167;1;2177.767;2078.99;207.899;2211.9;0.061;125.082;2;1;93;28;438;1.5;21;1.3;0.12;0.12;0.49;84;0.3;1.21;0.7;0.3;1.04;332;452;160;255927;0.005;0.01;-;-;-;-
-102.009;0.332;0.829;0.129;562.824;405.238;40.524;655.098;0.579;277.513;2;1;68;114;476;17.44;3;4.9;0.19;0;0.47;68;0.5;1.2;0.7;0.7;1.01;221;90;436;49070;0.001;0.01;-;-;-;-
11785.724;0.515;20.418;1;14504.12;7994.5;799.45;15485;0.788;142.481;2;1;79;27;378;42.46;45;1.3;0.15;0.14;0.24;174;0.9;1.18;0.8;0.4;1.02;239;207;359;262789;0.004;0.01;-;-;-;-
3510.537;0.704;7.192;1;7919.51;1892.7;189.27;8191.78;0.944;214.992;2;1;29;26;370;49.32;14;1.9;0.2;0.01;0.33;265;1.2;1.22;0.9;0.3;1.03;350;67;430;82502;0.004;0.01;-;-;-;-
716.414;0.038;2.185;1;343.058;343.058;34.306;0;0;159.378;2;1;76;138;307;35.85;18;1.3;0.18;0.04;0.44;247;0.9;1.07;0.8;0.8;1.01;349;153;408;156369;0.004;0.01;-;-;-;-
2455.728;0.658;5.201;1;5486.83;1918.29;191.829;5673.09;0.896;198.217;2;1;51;76;425;22.29;11;2.3;0.16;0.12;0.3;154;0.6;1.08;0.7;0.3;0.98;231;438;424;241715;0.002;0.01;-;-;-;-
-32.995;0.101;0.947;0.167;512.12;477.725;47.772;537.994;0.067;218.256;2;1;94;199;303;12.47;11;1.5;0.16;0.17;0.3;103;0.7;1.16;0.9;0.7;1.05;241;300;312;99747;0.004;0.01;-;-;-;-
7821.065;0.519;14.718;1;8593.49;3993.64;399.364;8499.55;0.81;197.653;2;1;33;82;473;14.92;35;5;0.19;0.06;0.18;57;0.8;1.03;0.9;0.8;1.02;297;488;352;133727;0.005;0.01;-;-;-;-
11630.152;0.68;21.514;1;32442.04;6362.64;636.264;32162.5;0.941;177.309;2;1;29;52;399;39.59;43;3.2;0.2;0;0.01;194;1.5;1.01;0.8;0.3;1.05;223;189;381;283969;0.005;0.01;-;-;-;-
7724.734;0.531;14.215;1;8175.14;5029.11;502.911;8632.46;0.78;262.974;2;1;51;129;453;47.72;33;1;0.17;0.09;0.25;238;1.2;1.08;0.9;0.6;1.03;163;439;379;70917;0.003;0.01;-;-;-;-
7636.675;0.431;13.906;1;8416.54;5227.24;522.724;9199.23;0.664;228.636;2;1;60;88;472;24.33;40;3;0.15;0.01;0.37;208;1.4;1.1;0.9;0.8;0.99;163;371;88;114501;0.003;0.01;-;-;-;-
5484.362;0.353;10.169;1;6641.75;6641.75;664.175;8448.59;0;247.166;2;1;68;180;374;45.08;47;0.3;0.19;0.01;0.32;155;0.8;1.22;0.7;0.5;0.99;196;367;298;46927;0.003;0.01;-;-;-;-
7090.911;0.52;13.214;1;6008.08;4824.54;482.454;6947.44;0.8;255.166;2;1;46;84;476;16.83;41;0.5;0.17;0.14;0.3;100;0.4;1.19;0.8;0.7;1;252;430;119;47296;0.002;0.01;-;-;-;-
4693.237;0.592;9.163;1;16816.19;3303.09;330.309;17543.6;0.935;273.44;2;1;39;193;433;49.17;28;4.1;0.18;0.09;0.19;132;0.9;1.21;0.7;0.3;1.01;217;368;277;190217;0.002;0.01;-;-;-;-
7132.399;0.333;12.751;1;7653.698;6684.29;668.429;8320.29;0.436;172.609;2;1;79;51;492;10.71;44;1.9;0.17;0.09;0.15;88;1.4;1.05;0.8;0.7;0.98;150;92;84;266117;0.004;0.01;-;-;-;-
903.614;0.206;2.572;0.613;1318.753;1261.14;126.114;1506.27;0.1;300.971;2;1;39;205;439;4.87;29;0.5;0.17;0.11;0.31;79;1.2;1.13;0.9;0.4;0.99;297;314;201;77929;0.005;0.01;-;-;-;-
1852.405;0.522;4.186;1;2155.714;1524.87;152.487;2412.57;0.593;100.858;2;1;47;38;306;36.4;12;2.2;0.2;0.2;0.5;109;0.5;1.23;0.9;0.9;1.01;229;97;111;231758;0.005;0.01;-;-;-;-
3660.47;0.429;7.305;1;4355.9;3234.57;323.457;4503.64;0.613;192.232;2;1;46;123;412;28.65;36;1;0.15;0.16;0.43;181;1.5;1.11;0.8;1;1.03;265;76;219;297649;0.005;0.01;-;-;-;-
1135.445;0.317;2.911;0.827;1782.56;1733.6;173.36;2093.73;0.194;161.371;2;1;63;59;349;23.9;15;2.6;0.19;0.04;0.48;253;0.7;1.19;0.7;1;1;190;383;478;179275;0.002;0.01;-;-;-;-
1712.336;0.376;3.962;1;3072.58;2068.93;206.893;3276.05;0.665;276.94;2;1;43;13;478;13.38;26;0.7;0.16;0.13;0.45;84;1.5;1.13;0.7;0.6;1.05;244;330;339;39776;0.001;0.01;-;-;-;-
2701.009;0.33;5.685;1;6262.63;1762.98;176.298;6515.26;0.88;232.733;2;1;41;55;440;2.94;48;4.7;0.1;0.13;0.29;77;1.4;1.24;0.9;0.3;1.02;331;358;259;55203;0.003;0.01;-;-;-;-
2754.034;0.15;5.49;1;2880.809;2746.53;274.653;3177.23;0.047;175.499;2;1;87;138;327;18.97;38;1.9;0.2;0.15;0.48;173;0.5;1.23;0.8;1;1.01;243;121;446;83347;0.001;0.01;-;-;-;-
-20.826;0.033;0.965;0.166;322.08;314.344;31.434;229.716;0.024;268.16;2;1;59;225;360;2.24;37;0.2;0.15;0.15;0.12;288;0.6;1.13;0.9;0.8;1.05;320;60;476;60979;0.002;0.01;-;-;-;-
10421.783;0.502;17.948;1;11181.38;9463.25;946.325;12487.3;0.437;186.017;2;1;89;16;485;31.11;45;2.9;0.15;0.02;0.2;278;0.4;1.19;0.7;0.8;1.03;242;114;379;172755;0.003;0.01;-;-;-;-
17918.546;0.595;30.957;1;24380.09;9964.29;996.429;25210.9;0.842;243.989;2;1;68;62;487;40.43;41;2.1;0.19;0.16;0.02;217;0.7;1.05;0.9;0.3;0.99;192;408;466;73881;0.003;0.01;-;-;-;-
1836;0.281;4.158;1;1638.853;1629.21;162.921;1483.28;0.032;114.026;2;1;47;64;355;2.19;29;3.4;0.13;0.11;0.11;105;0.6;1.05;0.8;0.9;1;321;299;470;110134;0.004;0.01;-;-;-;-
6856.691;0.354;12.556;1;10468.86;4232.6;423.26;10856.1;0.819;177.306;2;1;62;59;436;15.01;50;4.8;0.15;0.17;0.23;91;1.5;1.25;0.8;0.7;1.04;339;251;322;266359;0.003;0.01;-;-;-;-
13670.367;0.525;23.947;1;9552.432;9208.65;920.865;9512.55;0.205;167.045;2;1;65;29;406;39.32;40;2.4;0.18;0.04;0.47;127;0.2;1.04;0.9;1;0.99;325;488;177;41986;0.001;0.01;-;-;-;-
3051.601;0.589;6.33;1;15356.28;2339.78;233.978;15598.6;0.954;198.231;2;1;36;54;447;43.4;21;2.2;0.19;0.2;0.48;73;1.2;1.15;0.7;0.3;1.04;219;100;334;130212;0.002;0.01;-;-;-;-
-215.758;0.311;0.635;0.071;372.406;251.498;25.15;393.989;0.618;240.099;2;1;59;78;431;10.87;2;4.3;0.2;0;0.39;256;0.8;1.11;0.9;0.5;1.02;248;321;219;213682;0.001;0.01;-;-;-;-
-410.698;0.155;0.342;0.019;252.374;252.374;25.237;275.07;0;234.261;2;1;100;134;459;4.13;3;0.7;0.17;0.08;0.29;236;0.5;1.15;0.8;0.5;1.04;252;430;56;67862;0.004;0.01;-;-;-;-
4545.003;0.236;8.479;1;3168.605;3165.95;316.595;2742.51;0.041;129.772;2;1;80;74;426;2.49;44;4.9;0.1;0;0.31;163;0.3;1.02;0.8;1;0.98;350;160;261;240657;0.001;0.01;-;-;-;-
231.571;0.166;1.376;0.269;953.962;672.598;67.26;1025.64;0.493;299.538;2;1;91;216;450;16.3;9;3.9;0.17;0.18;0.47;95;1.4;1.08;0.9;0.8;0.99;287;349;109;47854;0.004;0.01;-;-;-;-
2068.77;0.267;4.413;1;4832.99;2047.14;204.714;5141.8;0.759;256.586;2;1;78;56;365;23.83;22;3.2;0.16;0.16;0.48;255;1;1.13;0.8;0.3;1.04;186;104;290;22895;0.003;0.01;-;-;-;-
5177.394;0.592;10.197;1;13431.86;3228.56;322.856;13868;0.929;214.029;2;1;24;127;406;23.19;43;5;0.2;0.2;0.06;63;0.7;1.17;0.7;0.6;0.99;328;54;174;216378;0.005;0.01;-;-;-;-
2654.851;0.163;5.499;1;2993.97;2993.97;299.397;3012.72;0;313.257;2;1;58;229;450;7.9;46;0.3;0.18;0;0.47;243;0.3;1.02;0.8;0.6;1.03;300;148;288;4130;0.002;0.01;-;-;-;-
2805.649;0.216;5.58;1;3471.963;2997.79;299.779;3634.48;0.418;223.538;2;1;86;23;383;19.38;31;4.5;0.16;0.09;0.04;214;1.4;1.07;0.7;1;0.98;263;296;213;32204;0.002;0.01;-;-;-;-
3131.485;0.621;6.493;1;6481.84;1910.1;191.01;6845.48;0.906;259.18;2;1;33;180;415;17.1;23;4.5;0.15;0.15;0.2;226;0.4;1.21;0.8;0.4;1;305;372;191;114884;0.005;0.01;-;-;-;-
5913.499;0.227;10.616;1;5388.9;5388.9;538.89;6397.01;0;188.015;2;1;89;170;386;49.72;46;1.5;0.19;0.04;0.05;78;0.7;1.25;0.9;0.9;1.04;209;431;389;268843;0.002;0.01;-;-;-;-
3562.119;0.402;6.718;1;4546.02;2405.3;240.53;4661.29;0.731;234.98;2;1;99;135;416;29.65;11;3.7;0.16;0.01;0.26;121;0.7;1.1;0.9;0.3;1.04;258;484;326;240395;0.001;0.01;-;-;-;-
2646.388;0.33;5.478;1;5564.33;2490.27;249.027;5717.22;0.769;215.531;2;1;59;144;362;22.03;28;3.6;0.16;0.18;0.17;216;1.5;1.09;0.7;0.5;1.02;232;89;123;263026;0.004;0.01;-;-;-;-
289.517;0.679;1.506;0.437;1767.652;453.332;45.333;1811.46;0.946;160.621;2;1;35;82;316;46.31;4;3.1;0.17;0.19;0.45;56;0.5;1.09;0.8;0.4;0.99;198;278;397;174811;0.002;0.01;-;-;-;-
-36.349;0.324;0.94;0.167;533.634;522.519;52.252;627.525;0.047;252.764;2;1;81;85;500;27.75;4;0.4;0.16;0.11;0.35;266;1.3;1.13;0.9;0.9;1.01;180;461;305;47354;0.005;0.01;-;-;-;-
6162.904;0.522;11.514;1;6601.06;4532.52;453.252;7063.6;0.639;198.853;2;1;53;60;411;25.17;33;2.3;0.15;0.04;0.23;254;1;1.17;0.8;0.7;1.03;292;230;424;271220;0.002;0.01;-;-;-;-
8618.455;0.719;15.949;1;12427.22;5736.19;573.619;13860.2;0.893;314.712;2;1;41;132;499;43.14;38;2.7;0.2;0.18;0.16;237;0.4;1.24;0.7;0.6;0.98;337;424;200;24698;0.004;0.01;-;-;-;-
2097.621;0.226;4.531;1;2494.617;2347.61;234.761;2452.38;0.058;134.438;2;1;63;29;341;21.82;31;0.1;0.18;0.13;0.34;58;0.7;1.14;0.7;0.4;1.05;256;122;332;70154;0.005;0.01;-;-;-;-
4912.772;0.276;9.052;1;12977.93;4293.48;429.348;14091.2;0.835;176.399;2;1;83;13;352;21.01;48;4.5;0.16;0.19;0.31;172;1.3;1.24;0.7;0.4;1.01;155;348;425;130766;0.003;0.01;-;-;-;-
6632.898;0.315;11.943;1;5940.82;4655.59;465.559;6412.05;0.512;280.948;2;1;78;214;452;42.48;32;4;0.19;0.04;0.28;148;0.9;1.19;0.9;0.8;1.05;322;303;155;223530;0.001;0.01;-;-;-;-
2449.684;0.228;5.047;1;3490.95;3490.95;349.095;3922.11;0;292.105;2;1;77;234;371;49.63;36;1.1;0.16;0;0.38;162;1;1.17;0.7;0.4;1.04;290;420;267;50674;0.002;0.01;-;-;-;-
1944.562;0.227;4.118;0.952;2687.754;2581.78;258.178;3243.73;0.039;189.032;2;1;100;85;401;18.99;26;0.6;0.15;0.14;0.04;180;1.4;1.16;0.8;0.8;0.99;163;487;493;140611;0.004;0.01;-;-;-;-
2383.381;0.186;4.841;1;2711.953;2273.12;227.312;2825.18;0.529;200.521;2;1;96;42;457;1.12;40;4.2;0.1;0.07;0.01;86;1.3;1.11;0.9;0.3;1.02;241;274;330;250086;0.004;0.01;-;-;-;-
967.917;0.277;2.601;0.635;1545.659;1464.24;146.424;1888.4;0.053;157.973;2;1;76;20;352;22.56;16;0.7;0.16;0.14;0.28;246;1;1.25;0.8;0.8;1.01;177;198;195;275301;0.003;0.01;-;-;-;-
4015.182;0.552;7.916;1;4325.062;4082.9;408.29;4926.01;0.313;228.563;2;1;46;203;363;21.51;31;2;0.16;0.03;0.47;264;0.2;1.22;0.7;0.6;1.02;350;252;201;219260;0.004;0.01;-;-;-;-
6279.47;0.515;11.626;1;15641.43;4885.53;488.553;16358.5;0.875;232.436;2;1;59;79;493;33.68;35;2.1;0.16;0.17;0.4;83;1.2;1.15;0.7;0.4;1.01;224;372;354;224950;0.001;0.01;-;-;-;-
